TXNAME	GENEID_0	chrom_I_337_1154
_1	chrom_I_1150_1415
_18842	chrom_X_481803_481887
_18843	chrom_X_481883_481971
_18844	chrom_X_481967_483616
_18845	chrom_X_483612_483788
_18846	chrom_X_483784_484069
_18847	chrom_X_484065_484229
_18848	chrom_X_484225_484303
_18849	chrom_X_484299_484621
_18850	chrom_X_484617_484739
_18851	chrom_X_484735_484994
_18852	chrom_X_484990_485107
_18853	chrom_X_485103_485245
_18854	chrom_X_485241_485324
_18855	chrom_X_485320_485405
_18856	chrom_X_485401_485411
_18857	chrom_X_485407_485598
_18858	chrom_X_485594_486652
_18859	chrom_X_486648_487057
_18860	chrom_X_487053_487363
_18861	chrom_X_487359_487567
_18862	chrom_X_487563_487892
_18863	chrom_X_487888_487906
_18864	chrom_X_487902_488050
_18865	chrom_X_488046_488347
_18866	chrom_X_488343_488854
_18867	chrom_X_488850_488945
_18868	chrom_X_488941_488983
_18869	chrom_X_488979_489019
_18870	chrom_X_489015_489265
_18871	chrom_X_489261_489394
_18872	chrom_X_489390_489703
_18873	chrom_X_489699_490108
_18874	chrom_X_490104_490597
_18875	chrom_X_490593_490951
_18876	chrom_X_490947_491094
_18877	chrom_X_491090_491235
_18878	chrom_X_491231_491294
_18879	chrom_X_491290_492066
_18880	chrom_X_492062_492453
_18881	chrom_X_492449_492940
_18882	chrom_X_492936_492977
_18883	chrom_X_492973_493055
_18884	chrom_X_493051_493560
_18885	chrom_X_493556_493882
_18886	chrom_X_493878_493974
_18887	chrom_X_493970_494031
_18888	chrom_X_494027_494268
_18889	chrom_X_494264_494633
_18890	chrom_X_494629_494686
_18891	chrom_X_494682_494815
_18892	chrom_X_494811_495336
_18893	chrom_X_495332_495546
_18894	chrom_X_495542_495670
_18895	chrom_X_495666_496103
_18896	chrom_X_496099_496515
_18897	chrom_X_496511_496705
_18898	chrom_X_496701_496739
_18899	chrom_X_496735_496807
_18900	chrom_X_496803_496921
_18901	chrom_X_496917_496957
_18902	chrom_X_496953_497416
_18903	chrom_X_497412_497631
_18904	chrom_X_497627_497722
_18905	chrom_X_497718_497808
_18906	chrom_X_497804_497956
_18907	chrom_X_497952_498544
_18908	chrom_X_498540_498837
_18909	chrom_X_498833_499084
_18910	chrom_X_499080_499294
_18911	chrom_X_499290_499304
_18912	chrom_X_499300_499429
_18913	chrom_X_499425_499603
_18914	chrom_X_499599_499771
_18915	chrom_X_499767_499813
_18916	chrom_X_499809_500184
_18917	chrom_X_500180_500260
_18918	chrom_X_500256_500285
_18919	chrom_X_500281_500381
_18920	chrom_X_500377_500908
_18921	chrom_X_500904_501033
_18922	chrom_X_501029_502057
_18923	chrom_X_502053_502341
_18924	chrom_X_502337_502609
_18925	chrom_X_502605_502720
_18926	chrom_X_502716_503343
_18927	chrom_X_503339_504183
_18928	chrom_X_504179_504291
_18929	chrom_X_504287_504301
_18930	chrom_X_504297_504327
_18931	chrom_X_504323_505002
_18932	chrom_X_504998_505189
_18933	chrom_X_505185_505231
_18934	chrom_X_505227_505653
_18935	chrom_X_505649_505805
_18936	chrom_X_505801_506967
_18937	chrom_X_506963_507161
_18938	chrom_X_507157_507264
_18939	chrom_X_507260_507279
_18940	chrom_X_507275_507504
_18941	chrom_X_507500_507718
_18942	chrom_X_507714_508698
_18943	chrom_X_508694_508772
_18944	chrom_X_508768_509424
_18945	chrom_X_509420_509432
_18946	chrom_X_509428_510704
_18947	chrom_X_510700_512159
_18948	chrom_X_512155_512702
_18949	chrom_X_512698_513506
_18950	chrom_X_513502_513758
_18951	chrom_X_513754_513892
_18952	chrom_X_513888_513926
_18953	chrom_X_513922_514098
_18954	chrom_X_514094_514221
_18955	chrom_X_514217_514548
_18956	chrom_X_514544_514660
_18957	chrom_X_514656_514699
_18958	chrom_X_514695_514858
_18959	chrom_X_514854_514863
_18960	chrom_X_514859_515415
_18961	chrom_X_515411_516378
_18962	chrom_X_516374_517087
_18963	chrom_X_517083_517211
_18964	chrom_X_517207_517307
_18965	chrom_X_517303_517331
_18966	chrom_X_517327_517425
_18967	chrom_X_517421_517445
_18968	chrom_X_517441_517511
_18969	chrom_X_517507_517586
_18970	chrom_X_517582_517768
_18971	chrom_X_517764_517834
_18972	chrom_X_517830_518431
_18973	chrom_X_518427_518854
_18974	chrom_X_518850_518961
_18975	chrom_X_518957_519058
_18976	chrom_X_519054_519430
_18977	chrom_X_519426_519836
_18978	chrom_X_519832_521244
_18979	chrom_X_521240_521804
_18980	chrom_X_521800_522340
_18981	chrom_X_522336_522358
_18982	chrom_X_522354_522805
_18983	chrom_X_522801_523046
_18984	chrom_X_523042_523936
_18985	chrom_X_523932_524402
_18986	chrom_X_524398_524864
_18987	chrom_X_524860_524919
_18988	chrom_X_524915_525963
_18989	chrom_X_525959_525981
_18990	chrom_X_525977_526065
_18991	chrom_X_526061_526097
_18992	chrom_X_526093_526187
_18993	chrom_X_526183_527559
_18994	chrom_X_527555_527914
_18995	chrom_X_527910_528414
_18996	chrom_X_528410_528538
_18997	chrom_X_528534_528553
_18998	chrom_X_528549_528899
_18999	chrom_X_528895_529515
_19000	chrom_X_529511_529607
_19001	chrom_X_529603_529872
_19002	chrom_X_529868_529949
_19003	chrom_X_529945_530331
_19004	chrom_X_530327_530690
_19005	chrom_X_530686_530723
_19006	chrom_X_530719_530990
_19007	chrom_X_530986_530995
_19008	chrom_X_530991_531303
_19009	chrom_X_531299_532158
_19010	chrom_X_532154_532738
_19011	chrom_X_532734_532768
_19012	chrom_X_532764_532959
_19013	chrom_X_532955_533070
_19014	chrom_X_533066_533220
_19015	chrom_X_533216_533374
_19016	chrom_X_533370_533379
_19017	chrom_X_533375_533599
_19018	chrom_X_533595_533840
_19019	chrom_X_533836_534268
_19020	chrom_X_534264_534476
_19021	chrom_X_534472_534640
_19022	chrom_X_534636_534962
_19023	chrom_X_534958_535039
_19024	chrom_X_535035_535216
_19025	chrom_X_535212_535986
_19026	chrom_X_535982_536467
_19027	chrom_X_536463_536618
_19028	chrom_X_536614_536627
_19029	chrom_X_536623_536650
_19030	chrom_X_536646_536804
_19031	chrom_X_536800_537497
_19032	chrom_X_537493_537530
_19033	chrom_X_537526_538255
_19034	chrom_X_538251_538961
_19035	chrom_X_538957_539145
_19036	chrom_X_539141_539570
_19037	chrom_X_539566_540288
_19038	chrom_X_540284_540479
_19039	chrom_X_540475_541280
_19040	chrom_X_541276_541556
_19041	chrom_X_541552_541885
_19042	chrom_X_541881_542985
_19043	chrom_X_542981_544052
_19044	chrom_X_544048_544249
_19045	chrom_X_544245_544690
_19046	chrom_X_544686_544720
_19047	chrom_X_544716_545041
_19048	chrom_X_545037_545098
_19049	chrom_X_545094_546026
_19050	chrom_X_546022_547465
_19051	chrom_X_547461_547591
_19052	chrom_X_547587_547655
_19053	chrom_X_547651_548483
_19054	chrom_X_548479_548507
_19055	chrom_X_548503_548880
_19056	chrom_X_548876_549288
_19057	chrom_X_549284_549342
_19058	chrom_X_549338_550318
_19059	chrom_X_550314_550555
_19060	chrom_X_550551_550737
_19061	chrom_X_550733_550744
_19062	chrom_X_550740_550805
_19063	chrom_X_550801_550938
_19064	chrom_X_550934_551214
_19065	chrom_X_551210_551548
_19066	chrom_X_551544_551657
_19067	chrom_X_551653_551897
_19068	chrom_X_551893_552081
_19069	chrom_X_552077_552954
_19070	chrom_X_552950_553041
_19071	chrom_X_553037_553046
_19072	chrom_X_553042_553239
_19073	chrom_X_553235_553845
_19074	chrom_X_553841_554072
_19075	chrom_X_554068_554461
_19076	chrom_X_554457_554751
_19077	chrom_X_554747_555212
_19078	chrom_X_555208_555241
_19079	chrom_X_555237_555503
_19080	chrom_X_555499_555957
_19081	chrom_X_555953_556017
_19082	chrom_X_556013_556081
_19083	chrom_X_556077_556133
_19084	chrom_X_556129_556503
_19085	chrom_X_556499_556560
_19086	chrom_X_556556_556612
_19087	chrom_X_556608_557085
_19088	chrom_X_557081_557159
_19089	chrom_X_557155_557310
_19090	chrom_X_557306_557385
_19091	chrom_X_557381_557502
_19092	chrom_X_557498_557669
_19093	chrom_X_557665_558046
_19094	chrom_X_558042_558157
_19095	chrom_X_558153_558313
_19096	chrom_X_558309_558564
_19097	chrom_X_558560_558727
_19098	chrom_X_558723_558787
_19099	chrom_X_558783_559711
_19100	chrom_X_559707_560223
_19101	chrom_X_560219_560281
_19102	chrom_X_560277_560407
_19103	chrom_X_560403_561208
_19104	chrom_X_561204_561400
_19105	chrom_X_561396_561826
_19106	chrom_X_561822_561904
_19107	chrom_X_561900_562186
_19108	chrom_X_562182_562218
_19109	chrom_X_562214_562281
_19110	chrom_X_562277_563514
_19111	chrom_X_563510_563708
_19112	chrom_X_563704_563997
_19113	chrom_X_563993_564191
_19114	chrom_X_564187_564316
_19115	chrom_X_564312_564448
_19116	chrom_X_564444_564460
_19117	chrom_X_564456_564474
_19118	chrom_X_564470_564882
_19119	chrom_X_564878_565056
_19120	chrom_X_565052_565078
_19121	chrom_X_565074_565167
_19122	chrom_X_565163_565278
_19123	chrom_X_565274_565633
_19124	chrom_X_565629_565716
_19125	chrom_X_565712_565977
_19126	chrom_X_565973_566195
_19127	chrom_X_566191_566242
_19128	chrom_X_566238_566478
_19129	chrom_X_566474_566500
_19130	chrom_X_566496_566508
_19131	chrom_X_566504_566766
_19132	chrom_X_566762_567121
_19133	chrom_X_567117_567390
_19134	chrom_X_567386_567773
_19135	chrom_X_567769_568051
_19136	chrom_X_568047_568303
_19137	chrom_X_568299_568978
_19138	chrom_X_568974_569253
_19139	chrom_X_569249_570011
_19140	chrom_X_570007_570191
_19141	chrom_X_570187_570293
_19142	chrom_X_570289_570939
_19143	chrom_X_570935_571252
_19144	chrom_X_571248_571528
_19145	chrom_X_571524_571867
_19146	chrom_X_571863_572008
_19147	chrom_X_572004_572088
_19148	chrom_X_572084_572355
_19149	chrom_X_572351_572391
_19150	chrom_X_572387_572664
_19151	chrom_X_572660_572916
_19152	chrom_X_572912_573366
_19153	chrom_X_573362_573393
_19154	chrom_X_573389_573543
_19155	chrom_X_573539_573578
_19156	chrom_X_573574_574186
_19157	chrom_X_574182_574221
_19158	chrom_X_574217_574272
_19159	chrom_X_574268_574894
_19160	chrom_X_574890_575095
_19161	chrom_X_575091_575227
_19162	chrom_X_575223_575787
_19163	chrom_X_575783_575823
_19164	chrom_X_575819_575914
_19165	chrom_X_575910_576042
_19166	chrom_X_576038_576096
_19167	chrom_X_576092_576121
_19168	chrom_X_576117_576499
_19169	chrom_X_576495_576508
_19170	chrom_X_576504_576525
_19171	chrom_X_576521_576661
_19172	chrom_X_576657_576703
_19173	chrom_X_576699_576766
_19174	chrom_X_576762_578081
_19175	chrom_X_578077_578213
_19176	chrom_X_578209_578238
_19177	chrom_X_578234_578277
_19178	chrom_X_578273_578290
_19179	chrom_X_578286_579115
_19180	chrom_X_579111_579544
_19181	chrom_X_579540_579700
_19182	chrom_X_579696_579811
_19183	chrom_X_579807_580526
_19184	chrom_X_580522_580745
_19185	chrom_X_580741_581277
_19186	chrom_X_581273_581580
_19187	chrom_X_581576_581983
_19188	chrom_X_581979_582728
_19189	chrom_X_582724_583345
_19190	chrom_X_583341_583908
_19191	chrom_X_583904_583958
_19192	chrom_X_583954_584418
_19193	chrom_X_584414_584580
_19194	chrom_X_584576_584802
_19195	chrom_X_584798_585447
_19196	chrom_X_585443_585516
_19197	chrom_X_585512_585708
_19198	chrom_X_585704_586316
_19199	chrom_X_586312_586589
_19200	chrom_X_586585_587029
_19201	chrom_X_587025_587140
_19202	chrom_X_587136_587420
_19203	chrom_X_587416_587464
_19204	chrom_X_587460_587884
_19205	chrom_X_587880_587892
_19206	chrom_X_587888_587896
_19207	chrom_X_587892_587978
_19208	chrom_X_587974_588301
_19209	chrom_X_588297_588388
_19210	chrom_X_588384_588543
_19211	chrom_X_588539_589327
_19212	chrom_X_589323_589373
_19213	chrom_X_589369_589693
_19214	chrom_X_589689_589965
_19215	chrom_X_589961_590362
_19216	chrom_X_590358_590553
_19217	chrom_X_590549_591207
_19218	chrom_X_591203_591532
_19219	chrom_X_591528_591619
_19220	chrom_X_591615_591643
_19221	chrom_X_591639_591912
_19222	chrom_X_591908_592594
_19223	chrom_X_592590_593162
_19224	chrom_X_593158_593397
_19225	chrom_X_593393_593482
_19226	chrom_X_593478_593917
_19227	chrom_X_593913_594325
_19228	chrom_X_594321_595462
_19229	chrom_X_595458_596046
_19230	chrom_X_596042_596316
_19231	chrom_X_596312_596508
_19232	chrom_X_596504_596570
_19233	chrom_X_596566_596706
_19234	chrom_X_596702_597398
_19235	chrom_X_597394_597523
_19236	chrom_X_597519_597728
_19237	chrom_X_597724_597840
_19238	chrom_X_597836_597871
_19239	chrom_X_597867_598189
_19240	chrom_X_598185_598944
_19241	chrom_X_598940_599604
_19242	chrom_X_599600_599927
_19243	chrom_X_599923_600344
_19244	chrom_X_600340_600365
_19245	chrom_X_600361_600600
_19246	chrom_X_600596_600750
_19247	chrom_X_600746_601265
_19248	chrom_X_601261_602098
_19249	chrom_X_602094_602681
_19250	chrom_X_602677_602767
_19251	chrom_X_602763_603215
_19252	chrom_X_603211_603521
_19253	chrom_X_603517_603664
_19254	chrom_X_603660_604021
_19255	chrom_X_604017_604128
_19256	chrom_X_604124_604638
_19257	chrom_X_604634_604821
_19258	chrom_X_604817_604956
_19259	chrom_X_604952_605270
_19260	chrom_X_605266_605513
_19261	chrom_X_605509_605544
_19262	chrom_X_605540_605956
_19263	chrom_X_605952_606035
_19264	chrom_X_606031_606226
_19265	chrom_X_606222_606272
_19266	chrom_X_606268_606420
_19267	chrom_X_606416_606566
_19268	chrom_X_606562_606785
_19269	chrom_X_606781_607944
_19270	chrom_X_607940_608822
_19271	chrom_X_608818_610802
_19272	chrom_X_610798_611132
_19273	chrom_X_611128_611275
_19274	chrom_X_611271_611397
_19275	chrom_X_611393_611526
_19276	chrom_X_611522_611994
_19277	chrom_X_611990_612145
_19278	chrom_X_612141_612641
_19279	chrom_X_612637_613212
_19280	chrom_X_613208_614327
_19281	chrom_X_614323_614372
_19282	chrom_X_614368_614669
_19283	chrom_X_614665_614754
_19284	chrom_X_614750_614851
_19285	chrom_X_614847_615136
_19286	chrom_X_615132_615427
_19287	chrom_X_615423_615533
_19288	chrom_X_615529_616465
_19289	chrom_X_616461_616692
_19290	chrom_X_616688_617131
_19291	chrom_X_617127_617304
_19292	chrom_X_617300_617825
_19293	chrom_X_617821_618919
_19294	chrom_X_618915_619104
_19295	chrom_X_619100_619519
_19296	chrom_X_619515_620526
_19297	chrom_X_620522_620965
_19298	chrom_X_620961_621288
_19299	chrom_X_621284_621537
_19300	chrom_X_621533_622098
_19301	chrom_X_622094_622452
_19302	chrom_X_622448_622704
_19303	chrom_X_622700_622914
_19304	chrom_X_622910_623286
_19305	chrom_X_623282_624436
_19306	chrom_X_624432_624887
_19307	chrom_X_624883_625004
_19308	chrom_X_625000_625020
_19309	chrom_X_625016_626041
_19310	chrom_X_626037_626123
_19311	chrom_X_626119_626584
_19312	chrom_X_626580_627080
_19313	chrom_X_627076_627645
_19314	chrom_X_627641_627865
_19315	chrom_X_627861_627941
_19316	chrom_X_627937_629253
_19317	chrom_X_629249_629451
_19318	chrom_X_629447_629670
_19319	chrom_X_629666_630167
_19320	chrom_X_630163_630340
_19321	chrom_X_630336_630423
_19322	chrom_X_630419_631115
_19323	chrom_X_631111_631442
_19324	chrom_X_631438_631643
_19325	chrom_X_631639_631685
_19326	chrom_X_631681_631777
_19327	chrom_X_631773_631805
_19328	chrom_X_631801_632092
_19329	chrom_X_632088_632374
_19330	chrom_X_632370_632492
_19331	chrom_X_632488_632511
_19332	chrom_X_632507_632839
_19333	chrom_X_632835_633714
_19334	chrom_X_633710_633765
_19335	chrom_X_633761_633880
_19336	chrom_X_633876_634223
_19337	chrom_X_634219_634265
_19338	chrom_X_634261_634353
_19339	chrom_X_634349_634864
_19340	chrom_X_634860_634896
_19341	chrom_X_634892_635029
_19342	chrom_X_635025_635233
_19343	chrom_X_635229_635381
_19344	chrom_X_635377_635449
_19345	chrom_X_635445_635494
_19346	chrom_X_635490_635684
_19347	chrom_X_635680_635844
_19348	chrom_X_635840_636206
_19349	chrom_X_636202_636360
_19350	chrom_X_636356_636465
_19351	chrom_X_636461_636891
_19352	chrom_X_636887_637325
_19353	chrom_X_637321_637331
_19354	chrom_X_637327_637360
_19355	chrom_X_637356_637890
_19356	chrom_X_637886_638025
_19357	chrom_X_638021_638392
_19358	chrom_X_638388_638407
_19359	chrom_X_638403_638617
_19360	chrom_X_638613_638634
_19361	chrom_X_638630_638830
_19362	chrom_X_638826_638993
_19363	chrom_X_638989_639155
_19364	chrom_X_639151_639874
_19365	chrom_X_639870_640051
_19366	chrom_X_640047_640264
_19367	chrom_X_640260_640305
_19368	chrom_X_640301_640506
_19369	chrom_X_640502_640933
_19370	chrom_X_640929_641023
_19371	chrom_X_641019_641074
_19372	chrom_X_641070_641317
_19373	chrom_X_641313_642017
_19374	chrom_X_642013_642493
_19375	chrom_X_642489_642505
_19376	chrom_X_642501_642565
_19377	chrom_X_642561_642783
_19378	chrom_X_642779_643061
_19379	chrom_X_643057_643244
_19380	chrom_X_643240_643280
_19381	chrom_X_643276_643886
_19382	chrom_X_643882_644043
_19383	chrom_X_644039_644200
_19384	chrom_X_644196_644640
_19385	chrom_X_644636_644725
_19386	chrom_X_644721_644803
_19387	chrom_X_644799_645030
_19388	chrom_X_645026_645114
_19389	chrom_X_645110_645204
_19390	chrom_X_645200_645342
_19391	chrom_X_645338_645756
_19392	chrom_X_645752_645837
_19393	chrom_X_645833_646224
_19394	chrom_X_646220_646235
_19395	chrom_X_646231_646441
_19396	chrom_X_646437_646537
_19397	chrom_X_646533_646567
_19398	chrom_X_646563_646884
_19399	chrom_X_646880_647448
_19400	chrom_X_647444_648133
_19401	chrom_X_648129_648423
_19402	chrom_X_648419_648664
_19403	chrom_X_648660_648754
_19404	chrom_X_648750_649436
_19405	chrom_X_649432_650083
_19406	chrom_X_650079_650377
_19407	chrom_X_650373_650467
_19408	chrom_X_650463_650545
_19409	chrom_X_650541_650653
_19410	chrom_X_650649_652498
_19411	chrom_X_652494_652854
_19412	chrom_X_652850_652961
_19413	chrom_X_652957_653368
_19414	chrom_X_653364_653503
_19415	chrom_X_653499_653738
_19416	chrom_X_653734_654585
_19417	chrom_X_654581_654851
_19418	chrom_X_654847_654977
_19419	chrom_X_654973_655447
_19420	chrom_X_655443_655574
_19421	chrom_X_655570_655993
_19422	chrom_X_655989_656379
_19423	chrom_X_656375_656461
_19424	chrom_X_656457_656487
_19425	chrom_X_656483_657195
_19426	chrom_X_657191_657210
_19427	chrom_X_657206_657495
_19428	chrom_X_657491_657673
_19429	chrom_X_657669_657873
_19430	chrom_X_657869_658036
_19431	chrom_X_658032_658058
_19432	chrom_X_658054_659740
_19433	chrom_X_659736_659815
_19434	chrom_X_659811_660291
_19435	chrom_X_660287_660394
_19436	chrom_X_660390_660975
_19437	chrom_X_660971_661243
_19438	chrom_X_661239_661263
_19439	chrom_X_661259_661314
_19440	chrom_X_661310_661387
_19441	chrom_X_661383_661668
_19442	chrom_X_661664_662355
_19443	chrom_X_662351_662433
_19444	chrom_X_662429_663201
_19445	chrom_X_663197_663797
_19446	chrom_X_663793_663853
_19447	chrom_X_663849_664016
_19448	chrom_X_664012_664025
_19449	chrom_X_664021_664076
_19450	chrom_X_664072_664246
_19451	chrom_X_664242_664646
_19452	chrom_X_664642_664673
_19453	chrom_X_664669_665011
_19454	chrom_X_665007_665778
_19455	chrom_X_665774_666379
_19456	chrom_X_666375_667765
_19457	chrom_X_667761_667979
_19458	chrom_X_667975_668374
_19459	chrom_X_668370_668459
_19460	chrom_X_668455_668530
_19461	chrom_X_668526_668992
_19462	chrom_X_668988_669784
_19463	chrom_X_669780_670483
_19464	chrom_X_670479_670738
_19465	chrom_X_670734_671380
_19466	chrom_X_671376_671404
_19467	chrom_X_671400_671860
_19468	chrom_X_671856_672057
_19469	chrom_X_672053_672528
_19470	chrom_X_672524_672637
_19471	chrom_X_672633_672799
_19472	chrom_X_672795_672967
_19473	chrom_X_672963_673123
_19474	chrom_X_673119_673900
_19475	chrom_X_673896_674299
_19476	chrom_X_674295_674959
_19477	chrom_X_674955_675340
_19478	chrom_X_675336_675571
_19479	chrom_X_675567_675642
_19480	chrom_X_675638_675655
_19481	chrom_X_675651_675991
_19482	chrom_X_675987_676380
_19483	chrom_X_676376_676485
_19484	chrom_X_676481_676497
_19485	chrom_X_676493_676578
_19486	chrom_X_676574_676664
_19487	chrom_X_676660_676675
_19488	chrom_X_676671_676726
_19489	chrom_X_676722_679821
_19490	chrom_X_679817_680190
_19491	chrom_X_680186_680259
_19492	chrom_X_680255_680493
_19493	chrom_X_680489_680607
_19494	chrom_X_680603_680850
_19495	chrom_X_680846_681276
_19496	chrom_X_681272_681360
_19497	chrom_X_681356_681468
_19498	chrom_X_681464_681999
_19499	chrom_X_681995_682077
_19500	chrom_X_682073_682102
_19501	chrom_X_682098_682612
_19502	chrom_X_682608_682944
_19503	chrom_X_682940_683100
_19504	chrom_X_683096_683121
_19505	chrom_X_683117_683352
_19506	chrom_X_683348_684431
_19507	chrom_X_684427_685276
_19508	chrom_X_685272_685500
_19509	chrom_X_685496_685648
_19510	chrom_X_685644_685834
_19511	chrom_X_685830_685852
_19512	chrom_X_685848_686089
_19513	chrom_X_686085_686479
_19514	chrom_X_686475_686606
_19515	chrom_X_686602_687340
_19516	chrom_X_687336_687537
_19517	chrom_X_687533_687628
_19518	chrom_X_687624_687742
_19519	chrom_X_687738_688168
_19520	chrom_X_688164_688450
_19521	chrom_X_688446_688495
